word1,word2,human_score,cosine_similarity
ekhanyayo,ngobunyoninco,0.336074,0.13450575
abezimali,bakhulisa,0.262258,0.29072782
isicoco,isiqephu,0.596427,0.74304354
iphezulu,ihlosi,0.335957,0.20613623
alikho,ubongani,0.337881,0.23054338
abesifazane,ngemva,0.309837,0.10939744
ungadlula,uphatheke,0.496421,0.53648573
ikilasi,iyasebenza,0.427238,0.44937184
izilwane,izinkomo,0.458672,0.22140983
abaphenduli,kwezinyanga,0.345512,0.2767117
babona,entabeni,0.206761,0.18668148
izintaba,imifula,0.360817,0.355297
abameli,nezinto,0.282659,0.19234733
isimo,isiko,0.419191,0.3624382
isikhathi,zethu.,0.247518,0.28976116
eziningi,kwabantu.,0.203071,0.17840324
abafundi,abasha,0.60961,0.6221819
indlu,isikhungo,0.367369,0.48840725
ongenakulinganiswa.,unomcebo,0.431525,0.54217905
ukuvakasha,ukuzethemba.,0.188212,0.65171474
ikhompiyutha,ukuxhumana,0.454255,0.57164615
bayabika,izintombi,0.335339,0.27285624
kubo,ngenjabulo,0.264024,0.12406909
ngezindlela,yabantu,0.186845,0.060140144
lweqiniso,omnci,0.482662,0.44166046
enkonzweni,ngelanga,0.319494,0.38255522
isitimela,umsakazo,0.458644,0.6885122
futhi,omncane,0.228892,0.06411896
esifundeni,league,0.544184,0.94641954
abaphathi,enelspruit,0.328609,0.08794179
emgwaqeni,iqala,0.36109,0.22995819
lusabalale,ubabonga,0.324239,0.11133775
emnandi,ujabula,0.326181,0.18360695
akade,usanda,0.507268,0.7534554
nezilwane,zenza,0.387564,0.62540406
abakhiqizi,intsha,0.312545,0.18522148
futhi,ukusebenza,0.386456,0.17560393
kahle,ulwazi,0.325967,0.14447685
yengoma,“ingoma,0.612398,0.7769636
uhulumeni,isizwe,0.350882,0.07331833
zakhe,olwandle,0.185988,0.19414902
izinga,izikhwama,0.355075,0.49098626
ikhaya,ngobunyoninco,0.239825,0.13745
bathi,zigaya,0.222026,0.565796
bafunda,bezempilo,0.266201,0.28090787
uhulumeni,umbuso,0.371684,0.39480534
basize,okwenza,0.25655,0.050194994
balondoloza,kwabo,0.261769,0.1764597
umuntu,inyuvesi,0.223428,0.2251033
bacula,esiteshini,0.413903,0.59521323
nalo.,nabazimisele.,0.243782,0.20931545
ingane,umfana,0.434852,0.4084352
iphakama,izingane,0.23985,0.19692963
uyazama,yobubanzi,0.444956,0.6706929
abo,indlela,0.334285,0.14080663
ulungelo,ngempelasonto,0.206316,0.2677522
isikole,ukubhala,0.337378,0.33013013
elithandekayo,nokusebenza,0.268756,0.0884497
bayakhuluma,onesimilo,0.313815,0.35794166
indiza,ubukhosi,0.291948,0.32824397
ngobuningi,ebusuku,0.12966,0.1727392
utshele,ugcina,0.474428,0.7942938
umculi,ikhwaya,0.517277,0.7186301
engaphansi,kuka-21.,0.540875,0.71191794
itekisi,uhambo,0.368355,0.59624773
bomdabu,okusebenza,0.208756,0.3135279
ezibalulekile,yabantu,0.242018,0.19425488
umbuso,isizwe,0.294601,0.054656904
indawo,izazi,0.23726,0.26612756
ezijulile,abezimo,0.186594,0.50083315
emuzini,ngokwanele,0.368534,0.35333332
idolobha,ikhaya,0.26025,0.18839571
isinkwa,ukuphuza,0.494715,0.37150878
amajean,imaths,0.169553,0.3334648
mahhala,ukuhlolwa,0.433817,0.78999704
kanzima,ngobuningi,0.392465,0.32893267
bokuthi,uphinde,0.271363,0.77055645
yizinto,yesikole,0.062419,0.20138305
kwalo,okhuthazayo,0.370414,0.60531265
indoda,abantu,0.354666,0.19865842
enhlangothini,ngokubambisana,0.399046,0.47215754
izimpilo,lokhu,0.275612,0.31155846
ngokubona,wafundisa,0.298071,0.30245414
uyalala,usho,0.286788,0.09504978
ibalulekile,omuhle,0.302704,0.25191656
bazikhuthaze,ukuze,0.233195,0.031827867
ewu-15,wentando,0.322773,0.6086089
impilo,ikhwaya,0.121916,0.2614231
umfana,umuntu,0.421037,0.44056472
ngo-2023,zezikhali,0.164333,0.34339502
ivele,ihlanzekile,0.344887,0.6095798
amacala,emculweni.,0.357058,0.76520294
itheku,isikhungo,0.359063,0.62996835
kanokusho,kunesidingo,0.188284,0.25592792
kusiza,ngakho-ke,0.271085,-0.0727209
imifino,ucingo,0.345173,0.76130676
amanzi,amasiko,0.128365,0.0575075
amandla,isimo,0.172878,0.0031094404
okhulumaayo,ikhona,0.14089,0.1758035
amandla,esikhathini,0.249702,0.093859434
emzini.,noma,0.306285,0.25458688
ulimi,unxusiwe,0.313012,0.52173686
ongamisa,zomphakathi,0.367103,0.26357484
ulwandle,imithi,0.439817,0.6674584
ikati,izinja,0.609084,0.75938714
ngenxa,ukubaluleka,0.36628,0.16563067
ingoma,umculo,0.404287,0.28858972
okwengeza,omkhulu,0.312428,0.10413451
yesayensi,kwakhe,0.161094,0.33154592
onamandla,ubuhlebezwe,0.389025,0.4605958
isikole,ulwazi,0.399734,0.25209758
wamazwe,wokubhukuda,0.52884,0.91415834
ilokishi,ikhaya,0.247079,0.23061484
ukudla,isinkwa,0.304446,0.36099836
imeya,icala,0.590049,0.77827036
abazimisele,ngezinto,0.252148,0.2083665
incwadi,ukufunda,0.32747,0.355044
ukubala,ukwamukela,0.408219,0.67599195
ucula,uzosebenzisana,0.380402,0.6022528
iyisibani,yokusebenza,0.293638,0.23656973
amakhulu,ukuhlangana,0.336853,0.15610424
basebenzisana,lesihlanu,0.337438,0.34725204
othisha,umndeni,0.431311,0.54394203
ngokuzinikela,uphiwayinkosi,0.252208,0.09637792
isikole,umfundi,0.444423,0.37672034
ukufunda,ukudluliselwa,0.261368,0.40087104
ejele,isikhumba,0.450308,0.5787039
sezinsuku,kulokho,0.093841,0.25750634
umdlalo,imidlalo,0.503052,0.6387807
bengamfaki,ngalokho.,0.251263,0.70719516
iyasiza.,idlula,0.664162,0.44073552
baye,kokuphothula,0.313146,0.43919107
jikelele.,kwezilwane,0.455748,0.6085769
umfundisi,unomfundo,0.498887,0.487548
iyanda,ibhande,0.235228,0.25147876
namuhla,ojabulayo,0.487493,0.17607154
labo,neizingubo,0.23329,0.2365984
enkonzweni,izisebenzi,0.337273,0.13813639
ngesineke,omuhle,0.278943,0.13342902
baphinde,ukuthuthuka.,0.304979,0.35792956
iqonde,ilokishi,0.398396,0.45789927
izinto,izibuko,0.263264,0.1152859
izintaba,imithi,0.29049,0.37185898
umhlengikazi,impilo,0.321755,0.19899774
nazo,zokhonzani,0.400691,0.58279604
umfana,abantu,0.311231,0.17614593
ekuthuthukeni,yomsebenzi,0.448199,0.26844317
ukuwenza,ukulandelela,0.537912,0.6802816
wokwenza,baleli,0.134488,0.0918562
kwesistimu,ziyakhuluma,0.100334,0.35987484
baziwa,ukufana,0.342027,0.26204216
izethulo,izikhala,0.285386,0.37414923
abahambi,abangamakhulu,0.396031,0.28187004
ikhefu,iyawa,0.496225,0.5377385
isitimela,ukuhamba,0.420318,0.6696529
babona,zedolobha,0.225821,0.24744084
uqhele,usezimele,0.577225,0.76539457
unyaka,uyahamba,0.363675,0.4186577
ebuzwa,kanjani,0.369537,0.32737085
umndeni,ukuhamba,0.189482,0.19317378
lishisa,ngokuzinikela,0.206203,0.112136856
kanti,ngezindaba,0.335995,0.053452507
ezenziwayo,kunezinselelo,0.363696,0.1756451
ukubhala,ulwazi,0.344109,0.170676
esikhishwe,ngakho,0.221625,0.34291282
ubisi,inyama,0.468945,0.40950152
kuletha,umphakathi,0.240732,0.104641095
abaphenduli,abahlangabezana,0.368854,-0.06914353
abafundisi,ngamandla,0.252342,0.013850235
sabo,ukwenza,0.238688,0.18064836
egauteng,konke,0.390176,0.31604668
emingceleni,odokotela,0.26956,0.3389032
umculo,amaculo,0.480374,0.3142493
izisebenzi,izimo,0.385188,0.3392878
isikhathi,okukhulu,0.283068,0.24338761
elwandle,intokozo,0.140759,0.4239076
indodana,zathanda,0.398478,0.55606186
ugogo,uyazi,0.330704,0.23699316
ngokwazi,umpheki,0.336382,0.45829788
abanakekeli,ngobuqotho,0.290289,0.18685201
uzoqhubeka,ubekhuluma,0.443638,0.73783606
wona,wokuhlunga,0.39446,0.4163115
ikhefu,nokuhlola,0.27557,0.73287326
inyoni,inhlamvu,0.286283,0.5425598
eyenza,emphakathini,0.168998,0.10041337
inkomo,inqubo,0.432118,0.62073725
obalulekile,wapheka,0.349028,0.43766856
umphefumulo,uyazi,0.327708,0.26878068
waphila,wazi,0.719388,0.9118192
ukungenelela,unkulunkulu,0.13027,0.5522065
indoda,umndeni,0.339776,0.33690417
uyakhuluma,wethu,0.301058,0.17472014
izizathu,izifiso,0.425182,0.49784452
entabeni,ongenakulinganiswa,0.409306,0.3422306
bahlela,ngemva,0.308048,0.35779595
qembu,lokuqothwa,0.335614,0.83904254
ikhaya,isikhungo,0.35709,0.36156178
kwenye,noulwazi,0.129302,0.29525313
ngobuhle,lokuziveza,0.164139,0.42654547
amasiko,zokuxhumana,0.234418,0.26797226
abakuleli,abangaphezulu,0.469593,0.7343485
imvelo,itheku,0.216157,0.52597725
abayinikwa,amandla,0.211996,0.18106568
umfundi,imfundo,0.290575,0.12236305
babo,uholela,0.272662,0.16439413
zakhe,zokuphumelela,0.423051,0.3902247
iphesheya.”,ikhiqiza,0.322054,0.62602335
ukufunda,impumelelo,0.318553,0.23035078
iphutha,ipakiwe,0.443411,0.6562719
ihlathi,umfula,0.455552,0.42758173
inkosi,uhulumeni,0.403747,0.30434197
afrika,kumnika,0.423025,0.37918293
bayakhuluma,izingane,0.245445,0.048401725
ukuziqonda,ukubonga,0.319303,0.56865346
umculo,abasolwa,0.22663,0.27739105
nokuthanda,ukuzimisela,0.259965,0.19260214
uyalala,uthebe.,0.355353,0.35785168
ushaya,udoti,0.587838,0.61600417
ohamba,udadewethu,0.366025,0.3705192
imfundo,nabo,0.267644,0.22340001
bakudala,kanjani,0.366799,0.49875322
izindlu,izinhloli,0.318409,0.23758036
ukubhala,impumelelo,0.302536,0.20535201
sobunzima,zibe,0.254552,0.026857799
bathole,kunzima,0.309209,0.08595652
ukuqinisa,okwabulawa,0.138121,0.67535084
kokulimaza,wavuka,0.186348,0.20049453
izifundo,nezinto,0.257708,0.19676998
isiko,ubukhosi,0.347907,0.32097015
izinto,ukuphinda,0.3063,0.2610515
iphepha,imfundo,0.267112,0.038234618
i-ikhompyutha,usebenzisa,0.43531,0.72882974
baqonda,izimfundo,0.198697,0.03407862
amanzi.,ukuze,0.263638,0.09212671
emicimbini,emikhulu.,0.316764,0.7138397
kodwa,ulwandle,0.360595,0.25663254
bazizwa,ekusebenzeni,0.217107,0.26558757
ngolwazi,kwangabe,0.185919,0.29592022
egauteng,esifanele,0.497416,0.43270907
noma,ukupha,0.287992,0.24889149
baqinisa,konyaka,0.331053,0.38113537
nokukhuliswa,webhasikidi,0.207067,0.38486183
lokuqala,yethu,0.323692,0.22370356
uma,uradebe,0.228799,0.2826072
izifundo,uhlele,0.234964,0.23301461
egauteng,uyazwa,0.478351,0.52032834
kwabantu,uma,0.21706,0.22279283
amasiko,amasha.”,0.282857,0.116369896
ukuhlola,ukungenami,0.413316,0.78060794
okweyamene,ongogos,0.198603,0.22359271
umhlengikazi,ubuntu,0.274854,0.32603604
isikole,imfundo,0.303363,0.15017715
bafundisa,kweviki,0.362274,0.31350082
izinkomo,imithi,0.250122,0.5930872
ihlosi,izimvu,0.439675,0.71111107
ingoma,ikhwaya,0.484835,0.47178173
ukuqoqa,ukuziqonda,0.385493,0.5675167
ubufakazi,ujaji,0.536732,0.72887564
unkk,uradebe,0.63232,0.54454774
iwumphumela,ifa,0.339949,0.3167127
khona,okwenza,0.282921,0.20411104
uzodla,uhlola,0.459758,0.5400072
ingane,okukhulu,0.245402,0.119392276
esiningi,uyazi,0.285288,0.34634748
imvelo,imithi,0.456949,0.70445675
ukuhlela,ukhale,0.292232,0.47910053
isikhathi,uthuthuke,0.207214,0.16997127
ngobuqhawe,ngomsebenzi,0.29558,0.23579702
balungisa,bakhe,0.149286,0.3174356
bazithole,nezibonakalayo,0.202356,0.46567255
inja,izimvu,0.447874,0.6415541
umuntu,ukudlala,0.131341,-0.035324655
isimo,isazi,0.44603,0.43799517
kuveza,nezimpilo,0.516476,0.37463003
esikhulu,umbongiseni,0.272445,0.12922044
iyisisekelo,iphesheya.”,0.33557,0.12450829
bayikusasa,ezibalulekile,0.238573,0.1903249
emizini,ngokukhuthala,0.33237,0.22452554
ukuthi,urodgers,0.166978,0.1899239
izindlu,ngemuva,0.305003,0.2055094
buchwepheshe,eqenjini,0.369128,0.76441514
emfuleni,izimbali,0.377166,0.35560772
ezindaweni,nokuba,0.198571,0.32123667
ucingo,umsakazo,0.540684,0.72968274
ukuthola,ukuqikelela,0.21507,0.32974958
bazijabulisa,idangele,0.216111,0.45024148
abadingayo,zezikhali,0.297384,0.12935975
emandleni,waphendula,0.310613,0.28925496
abadingayo.,ababili,0.296029,0.15008725
eduze,noulwazi,0.356184,0.4410892
babantu,uhlale,0.295858,0.10436471
udale,usehoxa,0.619393,0.858933
inkosi,umbuso,0.549889,0.54611737
kwezinto.,kule,0.133909,0.10700437
uyahlonipha,udonsa,0.302644,0.49090824
unozibusele,ufunde,0.367475,0.36631638
ngesibindi,ziyakhuluma,0.400884,0.5932939
elikhulu,esikhulu,0.251753,0.25014094
benze,kwesinye,0.266515,0.24344994
nombono,umengameli,0.202254,0.3925816
besizwa,buqinile,0.262947,0.28437
ukonga,imithi,0.369919,0.45038918
kuphi,ngamagalelo,0.349483,0.3867514
ibhola,umdlalo,0.398552,0.20571119
ukuqhubeka,ukwabelana,0.298069,0.1012255
inyoni,ihlosi,0.573431,0.6092151
abasweleyo,omkhulu,0.261125,0.1154582
amasiko,okudingekayo,0.290445,0.19868463
abantu,isidingo,0.228225,0.12864204
inja,izilwane,0.35704,0.33919057
inzalo,komnotho,0.682386,0.9415597
ngokufanele,nabantu,0.059421,0.15090467
okwengeza,uyaziqhenya,0.429911,0.3819129
ihamba,i-affinity,0.387438,0.6225479
nokuhlekisana,ezilingene,0.166179,0.4118444
emakhaya,izintombi,0.334728,0.19629383
ukufeza,ukungena,0.333607,0.4021085
bayalala,esidingeka,0.390921,0.29062968
ezifundiswa,neamaphupho,0.352691,0.28050208
ulwazi,udle,0.290992,0.10185467
konke,kuwena,0.320734,0.37012985
imifula,imvelo,0.435134,0.61592567
amasiko,ubuntu,0.413323,0.1126578
ngo-2019.,wabulawa,0.577828,0.9287698
isibhamu,ubuntu,0.117852,0.19771399
nokuhlalisana,zokuthuthukisa,0.481198,0.5353398
bayaqhubeka,nokufundisa,0.381839,0.31013405
indalo,labo,0.303418,0.24843574
buqinile.,kothando,0.290904,0.5969623
utshani,ungakwenza,0.322503,0.6006202
emalokishini,uyahlanza,0.357395,0.37374598
umrepha,umculi,0.621656,0.62392104
ezilingene,ngakho-ke,0.279892,0.15476947
esikhethekile,indlu,0.283042,0.15067527
ukufinyelela,ukukhombisa,0.359771,0.42892322
ngabomashi,kwempilo,0.206245,0.30185744
izindawo,izimpilo,0.289817,0.2568991
umfundi,ulwazi,0.344077,0.08727478
uthisha,ukubhala,0.331518,0.17897975
induna,ongenakulinganiswa,0.4991,0.46521088
okumnandi,uyakabisa,0.428861,0.37961382
bekahle,bethola,0.264174,0.096920945
izinto,zikahulumeni,0.307437,0.10501819
izolo,konke.,0.317415,0.34935668
emakethe,noukudla,0.225542,0.35008335
sihlale,zezikole,0.307179,0.22406273
elikhethekile,kwemisebenzi,0.373933,0.34791884
izicelo,iziphazamiso,0.473608,0.7322236
abasolwa,icala,0.607593,0.84120256
ungene,u-2019.,0.499657,0.7874905
emasimini,uyakhumbula,0.314615,0.17020616
ifuna,impumelelo,0.363452,0.39404824
umfazi,inyoni,0.308413,0.44326472
edolobheni,uyacula,0.49189,0.29516658
isikole,inyuvesi,0.522759,0.55804056
amanzi,imifula,0.436091,0.40778974
enhlangothini.,omkhulu,0.257724,0.16200696
kolwandle,ejele,0.292606,0.3075617
nezinto,ngendlela,0.349764,0.30397362
kulokhu,nongeke,0.513082,0.86876893
ingqondo,inkukhu,0.348199,0.64785933
ukunakekelwa,ukuhlakanipha,0.356362,0.30152178
ngalokhu,yabantwana,0.134206,0.52023107
isikole,idolobha,0.247566,0.42473432
indima,yethu,0.265301,0.16700299
abawenzayo,abahambi,0.329427,0.26483175
ngenxa,owenziwayo,0.233289,0.29884994
eyishumi,okhutheleyo,0.392621,0.3955419
nemali,yakhe,0.291476,0.35849
ubunhloli,ugrade,0.393186,0.598133
sinqumo,nodkt,0.457899,0.83921194
impilo,kwabanye,0.192274,0.10798928
lwabo,esithangamini,0.15921,0.2765832
isitimela,idolobha,0.20104,0.43124488
umfula,izintaba,0.413057,0.41179225
izitolo,nezimpahla,0.402067,0.6887248
afrika,ezahlukene,0.31816,0.33521396
abasolwa,isibhamu,0.617883,0.74401826
umgqugquzeli,wasiza,0.584643,0.39991337
inyuvesi,ngoba,0.204703,0.23715037
imoto,indiza,0.497732,0.45342532
amafu,njengedatha,0.251649,0.54520506
bazohleka,yize,0.275385,0.1435888
inyuvesi,ukufunda,0.345338,0.3480261
bathola,zemidlalo,0.231668,0.24785341
ubungani,udlubu,0.39081,0.57912445
unomcebo,uthando,0.248246,0.18656996
entabeni,uyaphendula,0.416409,0.36298287
enhle,oluningi,0.257227,0.10605818
indima,ngoba,0.297578,0.0058541135
isibhamu,inhlamvu,0.665909,0.8085753
ngiyathanda,unazo,0.156843,0.24293868
amasiko,izicathulo,0.336415,0.22118731
ngokuphakama,ezenziwayo.,0.117509,0.10505431
umfundi,amaculo,0.270181,0.26030394
usiza,uxaba.,0.394993,0.7325836
njengoba,sikhula,0.298351,0.42616862
impumelelo,uhulumeni,0.176818,0.28398734
ekupheleni,izintsha,0.349313,0.4032807
kokuphazamiseka.,aphiwe,0.338098,0.60839003
emzileni,kanye,0.134576,0.13511385
uheha,ulungiselela,0.302862,0.6043345
enhliziyweni,sokwenza,0.380871,0.24233109
okukhulu.,yabo,0.281154,0.2240835
inkosi,isizwe,0.276637,0.22326192
eziphakeme,ziqapha.,0.520343,0.6465232
edolobheni,ohle,0.280802,0.39292994
bahlonipha,ukuthi,0.262389,0.1964529
unozibusele,uvele,0.300676,0.3401636
amazwi,nolwandle,0.359483,0.22430633
ukudla,ubisi,0.279186,0.17368402
umculi,ucingo,0.327216,0.7281839
nezinto,yothando,0.323224,0.22809495
masobho,bazofundisa,0.114254,0.23897028
enkulu,zikahulumeni,0.439957,0.09520164
ubabonga,uyathengisa,0.340567,0.13496375
izinhlelo,izakhamuzi,0.388874,0.27443105
iphutha,irobhothi,0.421266,0.54464674
ekuthuthukeni.,isisekelo,0.07859,0.23006855
umfundi,umncube,0.293964,0.2093061
imfundo,yokulandela,0.269537,0.18135536
abaphathi,ntambama,0.31885,0.29147226
ugeleza,uzophawula,0.371849,0.60059434
bayahlela,emvelweni,0.327572,0.12169002
yena,olusha,0.125551,0.13522151
inyoni,izimvu,0.545812,0.378006
ukudlala,ukwelashwa,0.324761,0.47272956
kuyasizana,wadla,0.314002,0.18834363
ubhala,ubungani,0.371257,0.6159585
emihlanu,izinto,0.23201,0.1994909
besizwe,kwezinyanga,0.307492,0.32294926
imeya,uhulumeni,0.402521,0.45439452
ngentshiseko,njengabanye,0.246898,0.16935714
umndenni,lizayo,0.218303,0.3245812
ufundisa,ulethela,0.280219,0.46970928
amafutha,siyazi,0.237455,0.60739475
okhulumayo,uzophila,0.460043,0.6320311
njalo,ukwenza,0.239865,-0.0017098645
umculo,umrepha,0.465146,0.40777156
ukupha,ukuzilungiselela,0.365718,0.294223
salo,ukusiza,0.164694,0.29489952
ulaura,usehoxa,0.671128,0.8967229
ithuluzi,idonse,0.40946,0.38279718
umasipala,icala,0.494858,0.30252752
ikhaya,indlu,0.45831,0.54005986
ikhona,itulo,0.309169,0.28132525
wathanda,ezidlala,0.162584,0.2617773
inhlamvu,inkantolo,0.457009,0.6315082
ngaphandle,olukhulu,0.307398,0.1845174
usho,ubuthongo,0.445242,0.62309074
inja,izinkomo,0.425668,0.69239676
nokuqonda,kungase,0.311399,0.5049905
uthisha,uyahamba,0.363014,0.20747428
uqwale,ungaya,0.566402,0.6174287
uyaphila,uyavuka,0.759843,0.7916139
uzovuka,ulishebe,0.420694,0.38170722
ezifundile,yingakho,0.272314,0.19346225
abakhulumi,kuyaziwa,0.340588,0.25694707
osezinze,nokusebenzisana.,0.181772,0.34449813
amakhulu,uhlelo,0.220358,0.05816072
unomvula,uyacabanga,0.601726,0.4064832
idurban,ilungelo,0.339112,0.43523312
eliphezulu,inyama,0.239027,0.12163968
emnandi,umndenni,0.339619,0.19384567
ubuntu,ubukhosi,0.43328,0.47627917
isiko,ibhola,0.549662,0.32124582
ngenyanga,unkosi,0.40638,0.2883093
idlula,ilamontville,0.486767,0.7018159
abashayeli,inhlonipho,0.239335,0.14185885
bakhombisa,izinto,0.30852,0.21250713
abakhiqizi,nomphakathi,0.291576,0.1878078
ndawonye,ube,0.311341,0.25336123
icala,inkantolo,0.674821,0.77457607
uthando,uvumele,0.243584,0.20825219
izinso,zikwazi,0.438414,0.70156455
ehlukene,nokubhala.,0.407988,0.70431376
bazimisela,emakhaya,0.287526,0.08809949
umbuso,icala,0.462743,0.28695047
ngezinto,yomdabu,0.195829,0.1358689
esikhulu,yokufuna,0.173658,0.20696642
emsebenzini,nanti,0.336583,0.16074358
ohlelweni,ukuze,0.28002,0.042033087
banezidingo,ukuqaphela,0.322531,0.40496138
zabo.,ogijima,0.172761,0.35234508
uvame,uzokhomba,0.445399,0.653567
ngolwesibili,wegoli,0.63462,0.9063193
ale,nkampani,0.545421,0.857472
-,business,0.509707,0.81423724
isiza,ukuthuthukiswa,0.478052,0.77467537
olwanele,wabo,0.252358,0.23577568
izindaba,odokotela,0.333793,0.09115794
bayaziwa,lwekhaya,0.346219,0.24882676
iqukethe,irobhothi,0.511295,0.5585061
iphakama,ikhiqiza,0.321647,0.17192146
inyuvesi,umhlengikazi,0.370552,0.6118786
ihlathi,imithi,0.339974,0.56559515
umasipala,umbuso,0.510704,0.4766147
umndeni,uphiwayinkosi,0.40732,0.49048615
ulwandle,ubuso,0.431848,0.6965982
ehlathini,neulwazi,0.28043,0.39367825
izinja,umasipala,0.241666,0.31131375
imoto,impilo.,0.23126,0.28351918
ohlala,ophulukisa,0.635571,0.8451593
utshani,uziphatha,0.23573,0.23131552
umfana,isiko,0.170365,0.16901784
obukhethekile,uyahlanza,0.446052,0.38527694
esigodini,zakhe,0.264602,0.09191169
inkosi,imeya,0.280965,0.29090694
izinkulisa,omkhulu,0.277792,0.18916981
yawo.,igcina,0.318214,0.71692854
abathanda,nomphakathi,0.271532,0.09647834
ehhovisi,emalini,0.343285,0.23256274
babuya,emini,0.379999,0.2579501
izindlalifa,lesihlanu,0.3961,0.41685313
bakhombisa,nezinto,0.433514,0.49693644
olubizwa,bahlanganyela,0.266109,0.56935203
kuhle,uzokwakha,0.184677,0.26995543
izeluleko,izobasiza,0.517171,0.5458038
labantu,unomsa,0.266515,0.2403568
abaningi,ulwazi,0.256995,0.12151614
bahlale,nabo,0.305617,0.16889766
bayilandela,sihlale,0.69158,0.5389077
ukuba,ukuletha,0.294216,0.082678944
uyajabula.,ubuhlungu,0.308122,0.28606248
lelo,ubuhle,0.313518,0.13328993
inyuvesi,impumelelo,0.336781,0.24988063
uyazinikela,kuqinisekiswe,0.148342,0.16874264
emsebenzini,wokwenza,0.229591,0.07188894
uyaphuza,wesilisa,0.422221,0.44025558
avikele,bafundisa,0.199744,0.24954097
elikhethekile,kuqala,0.394609,0.24964853
ijabule,ibig,0.275202,0.2718033
bazofunda,kweviki,0.364593,0.2778352
abantu,isithelo,0.257791,0.17954484
basebenza,wasekhaya,0.20973,0.08441373
eshilo,uyabonga,0.346932,0.31994122
okwesibhakabhaka,abasolwa,0.304002,0.6909353
abanye,ukwethembana,0.220689,0.13587072
bonke,walala,0.290944,0.1204796
kwesikhathi,wahamba,0.319995,0.048671275
abantu.,uyasebenza,0.309584,0.34364635
unksz,udumo,0.578947,0.74194646
ichiefs,yepremiership,0.724559,0.81557035
bezwa,okwanele,0.266846,0.11435561
lenkohlakalo,ngemiphumela,0.271959,0.76601535
ukusebenzela,ukhala,0.380922,0.22108634
ubaba,zokufunda,0.353715,0.12434002
ngothando,okwakha,0.297169,0.16609879
kwesikhathi,zemindeni,0.285125,0.35774776
konyaka,lethu,0.344726,0.31069383
ngasemkhambathini.,science,0.306487,0.54300916
umfundi,uthisha,0.628356,0.5796216
bazibandakanya,ephakeme,0.197515,0.15491554
noizimali,umphikeleli,0.434937,0.48019958
uzokwakha,uthabethe,0.408408,0.25036976
ineminyaka,intsha,0.427167,0.10120871
enhliziyweni,izolo,0.300874,0.2369734
ngalesi,ukwenze,0.406508,0.8281987
ilalela,ezifanele,0.126772,0.1759887
ezithile,yokusiza,0.319496,0.3307257
enkulu,ilanga,0.265719,0.18728228
kwenyanga,zikahulumeni,0.301294,0.13699026
neminye,ongayithokozela,0.562794,0.84779406
amasiko,amanzi.,0.253863,0.13802221
ukuphumelela,nabasebenzi,0.160409,0.16493537
bayabona,egcekeni,0.277857,0.22285406
inyama,inja,0.258508,0.30544528
amanzi,izintaba,0.388214,0.1335425
njalo,zifezwe,0.346563,0.0853173
ziphilile,ama-curtain,0.174442,0.27939
enkonzweni,ngomsombuluko.,0.199169,0.349585
kusebenza,ezibekiwe,0.096211,0.4304088
emphakathini,isebenza,0.320177,0.105749965
uthisha,ulwazi,0.350799,0.14241388
emicimbini,izimfundiso,0.296214,0.2513103
unomsa,uphephula,0.326244,0.14439014
ukuthi,zifezwe,0.210505,0.10439595
uyathanda,ungakwenza,0.306176,0.37461108
bonke,kepha,0.258678,0.08056302
bomdabu,elikhethekile,0.259797,0.5666149
onekhono,ukudla,0.301527,0.16986911
banikela,wamasiko,0.299457,0.22751671
ikhwaya,amaculo,0.443793,0.50138056
luyinsika,yempilo,0.753172,0.901134
bavotele,ziqonde,0.221719,0.5510692
kakhulu,wemvelo,0.127494,0.17983502
kuyasiza,ukuthi,0.120001,-0.003908605
abalondolozayo,abahlanu.,0.241315,0.45415547
phambi,usiyanda,0.446032,0.41954017
bezingane,emsebenzini,0.250086,0.10444038
kwamahlathi,(isisho,0.18138,0.16598734
isizwe,ngazo,0.217642,0.17389034
enkonzweni,uyajabula,0.408564,0.32502043
lokhu,zasendle,0.309543,0.16235702
lwabo,oluqotho,0.227643,0.288162
emizweni,ngabe,0.370265,0.3564027
baphendula,umama,0.287464,0.32210743
ungene,uzosebenzisana,0.344923,0.74661887
ihlosi,izilwane,0.364479,0.3249626
emoyeni,sobuntu,0.339596,0.32443368
emuva,nabantwana,0.272349,0.17907019
ukudla,amaphoyisa,0.114057,0.031986143
odokotela,zemvelo,0.247202,0.2557273
ngokubamba,lwabo,0.212868,0.17472981
inyuvesi,umfundi,0.538208,0.33197534
iwuhambo,ikusasa.,0.334094,0.6518549
umabonakude,umsakazo,0.551489,0.6323858
umfazi,ingoma,0.216133,0.2302275
nani,sikhona,0.444937,0.8242984
izingane,nobuzwe,0.264403,0.14566118
noindlu,umuntu,0.193502,0.17429061
imfundo,ubuzwe,0.325804,0.05498888
emakethe,uyajabula,0.437113,0.32852057
sezempilo,zabo,0.269162,0.029574577
ukufunda,ulwazi,0.438377,0.066586584
bomdabu,ebalulekile,0.291284,0.18274343
indawo,izikhathi,0.345226,0.033732086
izimpesheni,izivakashi,0.365198,0.37221244
amandla,lwabo,0.218863,0.2364099
enkulu.,wonke,0.264912,0.21421058
indoda,umuntu,0.392867,0.26665458
kahle,ukulala,0.236072,0.08180582
imoto,uyakhuluma,0.327313,0.41502163
amanxusa,kwemizamo,0.264507,0.49401864
