word1,word2,human_score,cosine_similarity
uzohlangana,"uphephile,akulimali",0.43912,0.30439726
imeya,umbuso,0.368466,0.1544609
63),agcina,0.255758,0.3793783
usithole,uyathandwa,0.385383,0.23656958
kokuba,zezingane,0.322187,0.09396445
ikhiphe,ivulekile,0.397323,0.31195718
kwemvelo,kwesiteshi,0.274139,0.37983513
ukuphucula,ukubaleka,0.368051,0.23549502
zebachelor,wukubonakala,0.395265,0.30588943
abadala,abasweleyo.,0.290747,0.17659444
ngaphakathi,nerichards,0.179843,0.26002285
okusiza,uzobuya,0.260417,0.40004164
ngakolunye,uyazi,0.31181,0.46543264
nje,nezinolwazi.,0.23251,0.42042515
xaba.,kwamahora,0.377635,0.5352415
iquantum,ividiyo,0.574438,0.62642246
phakathi,uthando,0.310483,0.14507711
abesifazane,emva,0.320232,0.24810301
ikhaya,ihhotela,0.240243,0.028704232
ukuxinwa,ukuzofunda,0.548675,0.39595133
izihlobo,ngezinga,0.222781,0.03204233
banikela,zomphakathi,0.361025,0.3418066
elibandakanya,nokuzobandakanya,0.633271,0.5787618
ekhishini,uyabiza,0.458868,0.36267957
nowenze,engicabanga,0.313284,0.34449527
onke,yenhlalakahle,0.342536,0.03513241
njengamanje,ungitshele,0.314766,0.34616187
zamazwe,i-anc.,0.35142,0.35038176
bayigcina,izinzalabantu,0.294406,0.26241773
bayeke,ezindlini,0.152537,0.211225
esizeni,ongungqongqoshe,0.231743,0.5354692
amajazi,ukuvikela,0.262065,0.23283035
uthandeka,usebenza,0.284153,0.27824464
ngasese,ahambe,0.381567,0.44007894
zindaba,yadala,0.25913,0.1691384
ukukhonza,ngivule,0.114355,0.14031851
emphandleni,phakathi,0.294636,0.2546629
unhlanhla,uhlanganyela,0.288634,0.3410846
unobhala,urichard,0.619234,0.61095375
elishisayo,510),0.175029,0.38125443
iboshwe,basemazweni,0.258469,0.5149009
imidlalo,kanti,0.269992,0.036266506
lisho,ngokuzimisela,0.26764,0.23668341
uyahlanza,u-abdeslam,0.324173,0.29208648
nanti,wasebenza,0.401042,0.29934412
ukuthela,ukuhlengwa,0.48656,0.2902029
imoto,ukuhamba,0.429485,0.40707225
indiza,ukwelapha,0.224788,0.3935389
ukuhamba,uhambo,0.707602,0.8193339
lwangofebhuwari,ngolwesihlanu,0.640514,0.5889595
uyaesaba,ugcwele,0.349058,0.18245988
amazambane,amasiko,0.206936,0.39766684
izintombi,izimoto.,0.320312,0.50750226
beqala,ngezithelo,0.213857,0.27440065
ubonge,u-2023,0.467543,0.52843773
inkosi,inkohlakalo,0.437043,0.6112088
ukusekwa,ukulungiselela,0.354733,0.23271027
ofudumele,wakhe,0.463323,0.46010172
lapha,sasesivuza,0.307789,0.46341133
bafisa,anempilo,0.121785,0.36347812
izinombolo.,bayavuka,0.197821,0.2729045
ukusayinisa,ukunisela,0.529468,0.5192562
inyama,indishi,0.536483,0.5873497
usungayisebenzisa,ubudlelwane,0.328526,0.43688723
abaningi,esikoleni,0.260394,0.1261673
ukuzicebisa,kwesizwe,0.28131,0.16096054
ubebekwe,ubemthandazela,0.581756,0.4503172
engango-r5,ukushesha,0.238792,0.28941205
bemibono,ngokuzimisela,0.284146,0.027854014
izintokazi,izinuke,0.502863,0.47221634
university.,uphethiloli,0.491991,0.54119986
sabo,nokwazi,0.155155,0.21571158
127),esikhathini,0.174079,0.1747976
izidingo,uphelile,0.248721,0.15717357
izintambo,izisulu,0.40274,0.62170315
uyahlanza,ur20,0.330771,0.32680917
uyaziqhenya,ubalekela,0.319456,0.26774094
kuka-2,elidlule,0.449634,0.10988635
itiger,ibheke,0.557876,0.34901726
izinto,kungaba,0.217531,0.19914857
abasolwa,inkantolo,0.530752,0.52339816
enkantolo,ngelanga,0.400166,0.45776287
deep,nesiqhakazile,0.170824,0.40513173
amathathu,amahlandla,0.543597,0.5901228
abawu-14,abazizwa,0.463832,0.5486232
okuhle,ushandesh,0.263961,0.26227403
eminingi,zemindeni,0.298671,0.22469966
o-a,ulaura,0.761808,0.4493251
amakhosi,kwenyanga,0.292981,0.27743745
uyekelela,uzoqhubeka,0.35721,0.3794389
induna,oluningi,0.414969,0.392345
kumnikeza,bukachonco.,0.210244,0.34506953
abebesenkundleni,unzama,0.302272,0.33670542
bayazimisela,kutholane,0.076079,0.23554121
umfazi,umfana,0.575567,0.6772574
nasepaki,nokuthi,0.497986,0.4043646
ebhange,owubumbene.,0.509787,0.40244228
olwenziwa,537),0.262295,0.38589984
umculo,ikhwaya,0.469959,0.45096898
umrepha,ikhwaya,0.586777,0.30904943
amathuba,zomphakathi,0.30519,0.16606422
ka-matric,liqala,0.180133,0.18463522
ihhotela,i-ai,0.595632,0.5858673
ukulawula,ukuzokwethula,0.471267,0.37345314
ulethe,wenkungumathe,0.401572,0.4126907
iphepha,ulwazi,0.289125,0.27142113
umfazi,umndeni,0.4141,0.5904915
uyahamba,u-matric,0.298799,0.20780398
oluningi,besemcimbini,0.190967,0.1801797
umhlengikazi,isifo,0.412118,0.30224612
amathuba,kancane,0.304006,0.058259398
isitimela,uhambo,0.485775,0.40333915
uhlanganisene,ubike,0.370337,0.39871705
emzuliswaneni,ngiwumncwaningi,0.356786,0.43644315
esifanele,uyakhumbula,0.484142,0.44038904
nekhuluma,ezingorawondi,0.354731,0.2378825
unjinji,udle,0.366177,0.5997309
kokunqotshwa,lokulondoloza,0.372209,0.39054275
uyambonga,udisemba,0.313642,0.203332
ungaqhubekela,ubumba,0.397311,0.32799444
umbenenge,njenge-air,0.504099,0.3676732
cape,ongandisi,0.49631,0.2637741
unomlando,namanje,0.348391,0.26676556
wakwamemela,ukugadlana,0.263808,0.39604536
ababuya,uyakholelwa,0.346543,0.48942316
u-matric.,ungafuni,0.441255,0.47994283
south,yizinsizwa,0.274145,0.41737372
ikusasa,unxuse,0.200619,0.17805608
usuvuna,ujabulise.,0.530078,0.41048077
972),ungitshele,0.271386,0.570148
ekuseni,ngenxa,0.285173,0.20357074
ayikangenelwa,ukuthi,0.046587,0.2721673
beze,namagugu,0.22394,0.2544094
amasha.,amasonto,0.437994,0.6030122
kuvikelwe,ongakhubaza,0.382544,0.14843363
uphakamise,ukuthokoza,0.201803,0.30520505
umfundi,isivivinyo,0.375264,0.23241204
abantu,beqaphile,0.269556,0.26997456
khumalo.,kumanje,0.57231,0.4452454
yedwa.,izintombi,0.067849,0.20562895
ihlale,obukhulu,0.244789,0.223781
uzokwazi,urichard,0.464928,0.43592092
sokuthula,zesizwe,0.432305,0.36476868
control.,ukuze,0.044402,0.23776652
usebenzisa,u-r1,0.337442,0.5475809
abanezinkinga,abakwazuma,0.396586,0.3474779
ekuphatheni,omakhelwane,0.329077,0.31722888
okuwumkhakha,ziyangipha,0.222295,0.3821218
amandla,uzinhle,0.309984,0.11481066
komndeni.,ngobuhle,0.29821,0.32664996
wasimosha.,ngalezi,0.369025,0.49909076
ngosuku,nguumahlaba,0.285504,0.3458927
i-invoice,iqoqa,0.657454,0.5064987
onesineke,nemikhuba,0.107313,0.39040512
esiqinile,yekhaya,0.285169,0.20702966
ukuzwa,ukwesula,0.47143,0.3486707
yakwamanye,ikusasa.,0.179944,0.293832
emithi,enginalo,0.198403,0.3906115
ucingo,theknoloji,0.632038,0.25987497
kodwa,yokuqashile,0.2798,0.17460282
ubuhlebezwe,ufundela,0.336776,0.24968462
urabi,ulethe,0.569478,0.5406905
umuntu,abantu,0.358764,0.17402908
amaphoyisa,isikhungo,0.25073,0.3988057
abathandanayo.,isasebenza,0.265274,0.43826684
uyajabula.,unzama,0.285758,0.34985578
kahle,kuvula,0.176672,0.20575443
izimboni,izithombo,0.522067,0.6873171
akulula,ngingaphushwa,0.239509,0.19808492
abaphumelele,abafundi,0.400279,0.26890498
esidlule,ukhanyisile,0.486496,0.36396456
uthisha,incwadi,0.363873,0.38279173
olandelayo,pajero,0.372892,0.4154066
inyuvesi,imfundo,0.30862,0.2304747
inkinga,wakho,0.369325,0.09483737
engu-2.8,nezinhlekelele,0.210756,0.42219013
ebesiwufuna,ezikhungweni.,0.190444,0.30087337
ezikhuthaza,bedle,0.136634,0.28772026
ukudla,imifino,0.303293,0.31365678
amaningi,amabala,0.332674,0.18785745
umthombo,umlingisi,0.582418,0.63054115
uthando,wesaba,0.250101,0.21001925
ihlangu,icarling,0.538644,0.39411324
umculi,amaculo,0.364476,0.4370402
esikwenza,ukuzivumelanisa,0.298598,0.36013183
i-edendale,isikole,0.323281,0.43463376
unazo,uprising,0.319062,0.563819
amaphutha,amasha,0.368309,0.29921654
akudayisa,sekuthengwa,0.622459,0.32790035
ompofu,waphuza,0.488835,0.28063214
labazali,izimbuzi,0.059177,0.21923873
ukudla,inyama,0.511658,0.30767238
eyayihamba,yigr-s,0.367975,0.42022455
ngokuzimisela.,ze-medicine,0.082567,0.39052898
abantulayo,elikhulu,0.249393,0.29804692
ikilasi,iqalile,0.353605,0.34349236
yonke.,zigayo,0.306343,0.40947035
babuye,yokuqala.,0.168412,0.21708997
ulwandle,izintaba,0.330072,0.28633058
lelo,abayinikwa,0.131371,0.17611559
nothishonhloko.,ziyadla,0.286739,0.423558
amahlaya,engazange,0.351306,0.50593394
uya,ubuyise,0.315017,0.2934247
babona,ezazigcwele,0.243014,0.24484989
isiko,ubuntu,0.333443,0.2200686
ungathini,357),0.085875,0.036354296
ukudlulisela,ukuhweba,0.455544,0.4464515
ezinkundleni,omphakathi,0.465332,0.45640177
unaliphi,ubonakele,0.502731,0.5271483
sezikhalo,ugweme,0.170289,0.3585102
enezinhlelo,ukwenza,0.213088,0.11034811
unomathemba,yamazwe,0.358385,0.26527616
uthishomkhulu,391),0.200898,0.22013038
bayiqonda,ndawonye,0.282299,-0.07431306
abalungi,ephathelene,0.240366,0.43438345
bayitshele,uyedlulela,0.365835,0.53089696
nokunakekela,usebenzile,0.210379,0.28237537
udokotela,umhlengikazi,0.639108,0.6288735
wokukhula,obedinwe,0.203068,0.23329581
nezibhelu.,iya,0.155844,0.16215338
mina?,zosbu,0.556888,0.376773
uzolivuma,ungayi,0.56985,0.34552228
ebheke,ngomgwaqo,0.323409,0.40807772
ukufinyelela,ukuwasha,0.482947,0.5163805
elwandle,ujeqe,0.490329,0.49636167
iphepha,isivivinyo,0.466334,0.3686094
sinothe,yayitshelekwe,0.352785,0.41418448
asenkantolo.,ubaluleke,0.199919,0.28474903
iziketi,wesimanje,0.503921,0.5540633
nehibiscus,ur20,0.593282,0.3886073
bavikelwe,nabo,0.264146,0.2629862
abaningi,abafowethu,0.285361,0.19348297
isikweletu,inkampani,0.451369,0.44186884
emapulazini,bayahlala,0.169975,0.3087715
idolobha,ilokishi,0.447784,0.3463703
isinkwa,ubisi,0.665789,0.48224193
kwesinye,siyasebenzisana,0.322427,0.32978764
emshadweni.,kaze,0.264773,0.3330141
ijabule,ikhiqiza,0.285668,0.28686866
emakhaya,nezinto,0.252272,0.16826105
ithuba,ngezandla,0.412278,0.23857903
noluphelele,sisebenza,0.268668,0.20727943
bayazijabulisa.,nabezindaba,0.184839,0.41339245
olusezansi,umzali,0.294727,0.24148732
okukhuluma,semisebenzi.,0.164253,0.14113292
isizwe,ikhwaya,0.117796,0.20235476
uzozwa,eziyimfihlo,0.179674,0.32985717
ngokuphakama,zamasiko,0.314343,0.033143885
8,khona,0.323279,0.020288793
bamabhizinisi,sinomkhuba,0.460658,0.40302634
uyaziwa,ulungise,0.340826,0.15132397
xulu,neisibindi,0.126077,-0.036398202
amaphoyisa,abasolwa,0.691906,0.4422253
ukuthola,webhizinisi,0.371731,0.2706253
ezobulungiswa,nokuqinisekisa,0.431143,0.2821999
isikweletu,ingcebo,0.623323,0.44529262
enkantolo,ngenjabulo,0.366824,0.45229778
81),nokulinda,0.103924,0.33241993
ezibalulekile,zemicimbi,0.230547,0.45745313
ivulekile,ihambe,0.432306,0.2733015
ikhwaya,ibambelela,0.534211,0.31537122
zomhlaba,washiya,0.237848,0.42524266
itheku,ividiyo,0.487984,0.40620062
izinhlobo,ngokuphanga,0.174607,0.2136658
ngamandla,ziyabona,0.236043,0.04635055
lokuhlanza,unika,0.243826,0.28314054
ohlala,uyazama,0.426424,0.25020766
ukuze,wajabula,0.246465,0.27609128
asetshenziswa,zibona,0.290696,0.3242852
wopha,wukuthi,0.437911,0.19359647
ngo-2012,yomakhelwane,0.25248,0.25270152
umfula,amanzi,0.535497,0.33322102
imali,wahleka,0.458676,0.44189137
uzokhomba,unyazilwezulu,0.460256,0.3835841
i-arrows,wumdlalo,0.601436,0.5146639
elandisa,esikulona,0.299275,0.3723434
obuhle.,ubuhlanga,0.466194,0.46418652
ubuthelezi,ungaqala,0.539721,0.46617424
umbuso,imvelo,0.165624,0.19054818
njalo,zibe,0.304342,0.105865926
avele,high,0.462565,0.43824375
abantu,abawu-70,0.223771,0.15190911
ugcizelele,uzibona,0.47644,0.28792238
isikhathi,yokufunda,0.238706,0.07332207
lokuqala,ngobuqotho,0.270876,0.11979021
zokuphila,lihlanzekile,0.143277,0.19897257
abakhuliswe,abahle.,0.423831,0.50612056
uvamise,u-ouaddou,0.639813,0.6012945
ikakhulukazi,obukhulu,0.309553,0.15048757
ngokwesiko,ezimfushane.,0.160385,0.22684477
lwase-afrika,nasezinsukwini,0.3112,0.5601411
uthabisile,ubuthongo.,0.584542,0.5601382
unikeza,ubabamkhulu,0.249212,0.44861114
ukuzigqaja,abanele,0.244079,0.36407635
amandla,wokunikela,0.254545,0.076640874
inyuvesi,incwadi,0.439402,0.5709265
siqhubeke,gobi,0.15739,0.18280628
bayavuka,elikhethekile,0.339384,0.16833745
izihloko,ukuphatha,0.130836,0.21583042
baqhubeka,emabhalweni,0.25126,0.09653806
amakhono,yokuzinikela,0.240486,0.22838509
ngakho,uyahlonipha,0.31914,0.35882863
zithatha,nekhomishini,0.345183,0.36195952
abazenzayo,ukudla,0.30021,0.22284825
682),ngaqinisekisa,0.193669,0.2798948
ephakeme.”,izenzele,0.224626,0.19717374
uyajabula.,ubonge,0.386595,0.4235472
kunomthelela,uqhubeka,0.314371,0.38480368
ezintabeni,umasipala,0.351211,0.35010394
ihlangana,i-suspension,0.384774,0.23103811
kamasipala,enezihlalo,0.194439,0.47952643
luqinile.,ephezulu,0.240839,0.3364894
zezokuvasha,nokuzosiza,0.41362,0.24577269
seglobal,uqhube,0.412107,0.19790667
abaphambili,ababemgxeka,0.3558,0.48333782
noma,uvakashele,0.225241,0.16053715
ababuya,ekuseni,0.316105,0.16326647
izinkabi,izishumayeli,0.451838,0.6158243
ikhaya,ubuntu,0.235398,0.20940402
zicula,ezikoleni.,0.234127,0.54215544
esikhulu,ucotshelelwa,0.08062,0.2818208
ingakho,incwadi,0.422322,0.43829066
yisitatimende,kukashukela,0.467215,0.5064172
liphuma,yomdabu,0.287175,0.22977658
ukwelapha,ilokishi,0.251931,0.2500237
bevakashela,engu-550nm.,0.320885,0.51455504
abavikeli,bafundisa,0.288052,0.24759325
655),ezine,0.209086,0.42376179
yobumnandi,okunguyena,0.216227,0.3411355
abafundisi,abathathu,0.449818,0.5054421
ukuqinisekisile,ukushaqeka,0.519227,0.4679796
bafunda,lesihlanu,0.300881,0.32585362
222),umbiko.,0.30453,0.5600573
incubator,intelligence),0.768637,0.76512676
ikhompiyutha,umabonakude,0.485407,0.47517097
kwezimbili,anele,0.344227,0.39427432
ngokuqinisekile.,592),0.223341,0.31224152
lamahhotela,nasezakhele,0.473555,0.4892521
ungahlali,uyedlulela,0.549977,0.48746556
ubuhle,ziyahlabelela,0.111797,0.16009471
samathambo,ukuphazanyiswa,0.4591,0.28571135
ingoma,umbhalo,0.491294,0.36191013
isitatimende.,isenzo,0.567241,0.5477381
ukuthungwa,sikole,0.250718,0.15039156
uyapheka,uyasizana,0.572142,0.65314496
unyaka,uhla,0.352972,0.35943726
ukuqinisekisile,ukhumbule,0.493552,0.4066434
amahle,uyaphila,0.357127,0.23959766
bayahamba,izimpesheni,0.457151,0.46956912
abadala,abangakwazi,0.296111,0.36938888
likasenona,namhlanje.,0.36813,0.51893246
market,ukubambisana,0.201526,0.21074176
uhlale,unginika,0.319517,0.34433448
igagasi.,ikhulume,0.376789,0.41206008
ulindele,uphumelele,0.421183,0.3585276
abalungisayo,abakulungele,0.448471,0.4871798
ikhono,ihlolwe.,0.382297,0.3585351
kuyisihluthulelo,abanesifo,0.266817,0.49104476
bayikhuthaza,zesizwe,0.319649,0.29264945
emoses,kuzovula,0.31345,0.4156387
kokubili,kuyelekelela,0.298972,0.38509127
ukubekezelelana,ukuzokhangisa,0.299272,0.46674162
utshani,kusatshiswa,0.356928,0.37015104
izinkampani,izimilo,0.442448,0.5825949
bayabonga,ikhaya,0.213816,0.16809945
uyabona,wemvelo,0.298347,0.11568207
ibhange,umabonakude,0.297635,0.43346962
unompumelelo,uqikelela,0.266476,0.3763733
abadala,ngehora,0.31935,0.06406506
esikhulu,umsebenzi,0.223775,0.10164655
sibona,ihhovisi,0.173865,0.2353515
ukonga,amasheya,0.592725,0.27954325
uzokhomba,nomcebo,0.3238,0.44260323
sinesineke,lokuhlela,0.124102,0.3620679
umasipala,isizwe,0.377727,0.14064614
kugrade,kuya,0.463933,0.51488346
bayigcina,wami,0.244563,0.2817239
kushiwo,akawuphumelelanga,0.223665,0.34090248
elikhulu,nabantu,0.270637,0.09251625
bayahleka,ezibalulekile,0.335544,0.12817991
wezempilo,usephonsele,0.10287,0.23338798
uhulumeni,umasipala,0.556143,0.5356428
ihlombe,iyadlala,0.514878,0.44740495
amnandi,webhizinisi,0.387216,0.29822335
choir.,lamadolobha,0.312168,0.4009496
amakhulu,obumnyama,0.333338,0.3731243
u-r230.,ubike,0.689588,0.54640216
isibhamu,inkantolo,0.573627,0.48416814
ibhotela,indishi,0.595897,0.49057922
umhlalaphansi).,umdlandla,0.464724,0.49590415
onikezwa,usihle,0.389248,0.15965994
wawuhlelwe,sifanele,0.237445,0.3685825
selidlondlobale,ezifanayo,0.245531,0.54189056
ezifanayo,ukuthi,0.200046,0.3043451
eculweni,akachithanga,0.488293,0.23656666
incwadi,isivivinyo,0.543588,0.40633348
abanakekeli,abafowethu,0.591903,0.6703686
ukuziphatha,nodlame,0.198292,0.20047158
ikwazi,idayiseke,0.436651,0.34656397
ubuciko,ubelimele,0.297401,0.28534642
lishaywe,ayifeze,0.396757,0.47585145
isitsha,ukuphuza,0.476969,0.3260248
bomndeni.,behlangana,0.274669,0.33678877
ungene,usuka,0.569821,0.45785183
abasolwa,inhlamvu,0.534149,0.45098627
onompempe,ukuthi,0.184428,0.13899429
uhlangothi,ugqama,0.357237,0.4146755
ukuphumelela,ukuminza,0.308672,0.32279208
ukuncika,bazokuxolela,0.371154,0.43054855
injabulo,yokufunda,0.318841,0.197399
uyesaba,usandile,0.383715,0.3420784
ezingcolile,izwa,0.267969,0.1638028
zikhiqizwa,zintaba,0.277183,0.435837
idolobha,indlu,0.343361,0.29577363
usho,ulala,0.375078,0.5058914
kanti,ubambane,0.324781,0.28817907
uhlale,uvezele,0.332749,0.47277206
ikilasi,idonse,0.357825,0.51521707
ayisishiyagalombili,644),0.368956,0.5769811
umfula,ulwandle,0.485923,0.23182929
indodakazi,zonke,0.2404,0.19102646
inyuvesi,uthisha,0.545193,0.53235286
127),abamkhulisile,0.107599,0.38995993
ukuqinisa,ukuzokwethula,0.426919,0.32041174
18),abagqi,0.189577,0.18862794
uyafunda,usenzo,0.248315,0.20001747
eyaveza,ujabule,0.245195,0.2062006
esiqashwe,yendlela,0.387375,0.28462565
uthuthuke,u-r10,0.307415,0.42018294
nayo.,engezukuba,0.297313,0.38912243
umjuluko,ukuhlenga,0.295651,0.47528428
ukhuculule,ukuqondana,0.466401,0.46158153
abavelele,nalesi,0.296206,0.35352087
elibucayi,nokwaziwa,0.315538,0.3378442
inyama,imifino,0.351901,0.4994865
ukhezo,ukuhlala,0.258798,0.3273795
uhulumeni,inkohlakalo,0.439292,0.41813895
ucassper,ungakapheli.,0.674532,0.606938
izimbali,zibunile,0.355731,0.32535398
uphiko,ubheke,0.556798,0.31498548
babheke,olandela,0.166448,0.37096018
undlovu,uramaphosa,0.622044,0.5953265
kulo,ukuhlanzeka,0.345474,0.24257326
uyakhuthaza,ubrigadier,0.245489,0.20907691
inja,izinja,0.689149,0.658395
ngobunyoninco,yezomnotho,0.345551,0.27081737
okukhona,ngomculo,0.273538,0.31439227
ethempelini,imfundo,0.196107,0.16671045
ibaluleke,i-zesco,0.282331,0.35872057
ezimpilweni,ezinobuhlakani,0.126986,0.29115364
kungcono,shibiri,0.377781,0.3708318
amathuba,uyakholelwa,0.256317,0.17723034
isivuno,elilodwa,0.342766,0.40093043
nentokozo,ngesizathu,0.243397,0.33996367
kanye,ubongani,0.326726,0.15541221
durban,housewives,0.791616,0.7113823
eceleni,kwalobu,0.474854,0.5079017
abavikeli,abadalule,0.384179,0.33247805
ababukhali,abazozwa,0.471764,0.5732154
kwekhono,embuthanweni,0.293982,0.55416256
bazikhuthaze,yokuthanda,0.308385,0.13607657
wendawo.,eseqopha,0.160609,0.21461271
ingane,abantu,0.372768,0.308628
izinkomo,umdlalo,0.289937,0.48851898
bafanelwe,oncomekayo,0.317657,0.4292354
330),yimuphi,0.354002,-0.059075307
asifundisa,ithengwe,0.136312,0.23820831
ubone,uthokozise,0.366844,0.43555853
incwadi,ukubhala,0.540596,0.3686668
imifino,indishi,0.509441,0.5474856
unokufa,uyambonga.,0.435085,0.28604046
imidlalo,okuzijwayeza,0.507752,0.34113988
noscotts,12),0.424827,0.581315
mbule,sebelebele,0.651954,0.40874803
unothando,uyabazi,0.389126,0.2868758
uze,ungafuni,0.511578,0.39116392
umhlengikazi,ukwelapha,0.312998,0.32295454
uzocula,uvamise,0.32812,0.21943036
onesifundo,uzophuza,0.536152,0.5710652
amakhono,kanzima,0.211676,0.07513401
imifino,isitsha,0.37747,0.40111518
kungene,lokho,0.47045,0.38199145
bayamthanda,ezinhle,0.305345,0.2842581
isizwe,isibhamu,0.196625,0.31305942
ayithengwa,izimbangi,0.592116,0.36640435
kokuxhumana,kwegciwane,0.242518,0.3107898
amasheya,ukudlala,0.195393,0.35295358
ikati,ize,0.415403,0.46515557
isivivinyo,umtapo,0.521561,0.38769567
uzophawula,udylan,0.561779,0.39190695
yokuphila.,emhlabathini.,0.257663,0.4274955
esidlule,usiyanda,0.390158,0.39300305
iqoqe,ibhethri,0.456273,0.5307055
ezidumile,izimo,0.278115,0.2351602
odabuka,usizi,0.320837,0.2432664
kuthathelwe,ngenkani.,0.336016,0.50218326
uzokhuluma,uzofihlwa,0.598667,0.66521126
daba,yizinsizwa,0.343613,0.47127166
ngo-2006,ophikweni,0.573185,0.3760085
wukugula,banemali,0.292786,0.28964964
ushayelele,usinde,0.547794,0.37913775
ethiya,icertificate,0.416154,0.342595
2025,ubuholi,0.551282,0.43479097
etholakala,olwandle,0.391904,0.2700581
ukwethembana,ukugijima,0.348088,0.28490338
nenjongo,iyashesha,0.121758,0.08006505
uvakashele,ugweme,0.468255,0.6717526
abakhuliswe,yokuqala,0.058358,0.29372
ukwelapha,ukusebenza.,0.346492,0.32894027
izintaba,imvelo,0.276636,0.15139079
bawafake,ngoba,0.154256,0.27059168
ibizimali,icicephu,0.659432,0.38205937
kwathathwa,okuyilapho,0.441891,0.38054222
ulwazi,imfundo,0.404886,0.18740784
intengo:,akunamthetho,0.304652,0.5484745
washisekela,yayo,0.210695,0.25529078
izifiso,izulu,0.319626,0.23931171
ayaziwa,esekhaya.,0.373898,0.3369761
inyuvesi,waphila,0.33031,0.32567373
isinqumo,isolezwe,0.583446,0.57900244
waziveza,ngize,0.307185,0.11827984
886),onjani,0.131119,0.2618704
kudayisa,ngaphansi.,0.31366,0.31847152
eyayiveza,nendlala,0.363826,0.48019138
isivivinyo,impumelelo,0.299987,0.15564631
abadinga,nobuhlungu,0.300265,0.21276027
isikole,umtapo,0.404539,0.34155136
izoba,kwemihlanu,0.175083,0.30141515
ababhali,abawu-88.,0.327245,0.5000129
bazimisela,obukhulu,0.291244,0.08989142
ukumosha,ukubhukuda,0.569013,0.65546274
uzozwa,u-anthony,0.394598,0.33625355
indlu,isiteshi,0.279287,0.38137192
ukondla,ukuthakasela,0.568931,0.28198963
esinezinhlelo,olusiza,0.289859,0.120859906
umndeni,ummangalelwa.,0.303959,0.30609304
bayathanda,kusiza,0.3649,0.37507918
uyacabanga,ungcebeleka,0.351106,0.41442424
singasali,kucekela,0.347618,0.34812292
bazohleka,ezimbalwa,0.336053,0.3324064
owawucasha,aphakamise,0.429615,0.40307793
ngazo.,inxeba,0.360289,0.35405353
sithenge,ibhola,0.207063,0.31506124
abalandeli,ngabakwezinye,0.233668,0.34102902
edolobheni,uyazinikela,0.288559,0.39872414
kuhlukumezeka,kuyadumaza,0.681571,0.5243971
000,ngonyaka,0.28126,0.13364634
ngokwemithetho,emnothweni,0.23985,0.31373948
emasimini,unkosi,0.320916,0.15907414
ihhashi,kushone,0.363708,0.52675384
imbobo,ababalulekile,0.209578,0.16586083
eminwe,okumnandi,0.170254,0.19586273
kokuzimela,nokuthuthukisa,0.403509,0.2353403
khona,ngokuphepha,0.199781,-0.015698232
nosihle,kude,0.335403,0.32269558
isinkwa,indishi,0.514601,0.50268435
incwadi,imfundo,0.237595,0.35145542
agadulisane,nezafukula,0.323317,0.36305535
kusasa,zihambisane,0.311179,0.16729663
enkampini,usbusiso,0.395498,0.2500859
ukuphumelela.,ukungahloniphi,0.291495,0.3092726
ihlosi,izinja,0.579119,0.44763094
amakhulu,namagatsha,0.278983,0.08330295
uhlelo,uyamfundisa,0.366128,0.2613877
kubekhona,ngcono,0.295698,0.2928828
ahlanzekile,unozipho,0.445962,0.28669906
ezikhulu,zikhanga,0.071911,0.2468703
abanakekeli,emaplasini,0.16037,0.35672465
izinto,umlungisi,0.26847,0.114324465
idolo,i-meyo,0.358288,0.34131184
yezinsolo,zokugweva,0.620638,0.4248085
imali,isikweletu,0.471676,0.5609535
ubheke,ungawa,0.596129,0.4792379
igcina,i-benny,0.514828,0.4651598
ikhiqiza,iyazi,0.389632,0.14246994
enkulu,seyiklame,0.136895,0.20396243
ukuphana,ukufakwa,0.292727,0.24244285
kokulimala.,ngaphandle,0.442832,0.30995595
asolwandle,wakhe,0.33059,0.33408806
ukubandlulula,eziphakeme.,0.308639,0.3604047
osemhlabeni,bawulawule,0.40712,0.29529256
imali,yomphakathi,0.233841,0.2601096
nezilwane.,amahloni,0.23081,0.56166655
namhlanje,omusha,0.327584,0.34188774
babuya,umphakathi,0.295926,0.19288112
uhulumeni,uzokhuluma,0.473039,0.45906565
bahlela,izethulo,0.35098,0.34962597
ubisi,ukuphuza,0.495867,0.38572547
elithandekayo,zomphakathi,0.291818,0.21356264
abantu,zizoguquka,0.160007,0.123031475
izinto.,izindaba.,0.445941,0.4530089
siqinisekise,kwezwakala.,0.268147,0.24489594
egumbini,ngesonto,0.420053,0.34950408
oluhle,kokuzimela,0.140593,0.25238568
zibhekela,athakwa,0.28652,0.35380465
101),ngokuzeluleka.,0.255292,0.43115762
usiyanda,uxhuma,0.252932,0.3232809
ihlathi,izintaba,0.442897,0.45389852
babe,izindlu,0.473801,0.3651505
172),sidlala,0.232152,0.19637977
abakhokheli,abakhulekeli,0.559598,0.7836772
namaketango,ingifikisa,0.429758,0.4804106
627),umbala,0.252105,0.26392683
ilokishi,indlu,0.378909,0.28004858
ungakapheli.,ucace,0.682675,0.50331193
esikoleni,umphathi,0.314727,0.30621403
ngemva,umngane,0.356331,0.2307668
enkulu,yezemidlalo,0.279449,0.036715697
amaphoyisa,amagquma,0.441292,0.7134588
i-amandlenkosi,ibhrike,0.650863,0.5459878
wulimit.,akukuhle,0.424779,0.4349099
nezimfanelo,educare,0.181241,0.43383852
